x1,x2,x3,x4,x5
4.347229875402405,-0.22622933713543306,3.1169393827435936,1.5586421205689116,-0.15440629613040036
4.365105900848975,-0.13447570096210562,3.23040353416331,1.555330927297984,-0.2978530645604122
4.29748465443911,-0.09448352846756321,3.2799904710629257,1.5433754970337916,-0.44904665900387575
4.28238303671129,0.03412290944639526,3.457165362143623,1.5405764003493414,-0.610588840887544
4.185188560447601,0.1445728313805214,3.4471846980262746,1.5270292770795877,-0.7636242494980308
4.181560016484523,0.24716571753196645,3.61512436823322,1.522596090328053,-0.7690816068678715
-4.1739806566726285,0.24303444244091144,3.6742237025934426,1.5213349684355018,-0.7902496011019671
4.144532734866915,0.2562417034269452,3.8201504783720157,1.5098575822416247,-0.788848012312465
4.1025865567249244,0.2758337569765706,3.859230985712814,1.48787798483556,-0.7791111393624108
3.7684055669412104,0.3420361795325379,3.4759182046080275,1.4411759111264242,-0.7525610139682205
3.751435502431266,0.46999346729766983,3.476912266814936,1.442588301763527,-0.749058479558535
3.7581018580980996,0.5780131908209085,3.4830011995683874,1.4428492744571417,-0.7467449050629593
3.8782324234683285,0.7029054942659676,3.5336448924682564,1.4654734170225983,-0.7587368557799392
3.761794250606363,0.7593350981210362,3.4995193462746363,1.4344201636931468,-0.7530117351887482
3.7777505522230763,0.7520085671636717,3.5479980787843814,1.4122190853185903,-0.7631730074673116
3.8119628759647703,0.7006203371800219,3.5142479389182886,1.4172965904614538,-0.7803087841676475
3.781746166213939,0.6336913112819914,3.494835635148707,1.4139468018684975,-0.7875563713063151
3.7750682389966204,0.5966066484281516,3.4559195745071665,1.4134627101104442,-0.8024215487837805
3.813200172197724,0.5240385756928605,3.4553805832701787,1.4212530492843627,-0.8051337719273945
3.8130277681931424,0.5239072628554526,3.440633975999485,1.4214216062914713,-0.7986107074526174
3.798385097618617,0.5341582959631415,3.410599903153725,1.4176909150683599,-0.7871730959710154
3.735665140345529,0.5671825399021025,3.421866207111531,1.425761695127472,-0.7812370819061367
3.748953359400161,0.6040085763083395,3.4059299880474456,1.429857062686946,-0.7642341804183563
3.7989996083421738,0.6968434863337081,3.401442289538254,1.4335540915031872,-0.7573604846820378
-0.0,0.7540007507037693,3.3461066844601093,1.4315889431587379,-0.7424936140596643
-0.0,0.8086180248501359,3.356768139004745,1.431458865470109,-0.7335736194223577
-0.0,0.9078505614643967,3.3020819234409573,1.4340154239835363,-0.733019514070045
-0.0,0.9911160013300526,3.2617298700787254,1.4329637861424553,-0.7431690218955105
3.6967055952096612,1.0819276827236628,3.1354765195834227,1.4187496251880158,-0.7455618125611666
3.684421760436121,1.1174170912253614,2.998484334338697,1.4192718284624402,-0.7611884657097745
3.6923342119185576,1.0676861382155798,2.910934135928701,1.423909278850457,-0.7871258429937629
3.694581254093728,0.9430301390377133,2.8553180114805534,1.4235330227614227,-0.8062615251029671
3.679227047241327,0.7878150398946518,2.807907841960892,1.421549755582438,-0.8203319769810098
3.723216608917195,0.6271581825476059,2.7767359954833606,1.431345031665214,-0.8381548045236427
3.728876417728848,0.53937691566088,2.7386382158298175,1.4364957772817888,-0.8497385576393679
3.76445087316602,0.5001856014705607,2.7186727092844443,1.44408472335301,-0.8631386278464764
-0.0,0.5530650159115964,2.7078055194274997,1.469684702835888,-0.8835200807165877
3.934191655802793,0.6300983342828761,2.6464378230592427,1.4786852109704391,-0.8870596496337797
3.9376927508370443,0.6840722918773077,2.6402904411655865,1.4798517664860913,-0.8761618154810893
-0.0,0.7321675665185315,2.565829992544932,1.4647418084656902,-0.8730989416694531
-0.0,0.8460148295303339,2.528990401182239,1.4625285445439615,-0.8777143571485264
-0.0,0.9622912973821777,2.5021262488604847,1.4633263009815305,-0.8867743523205934
-0.0,1.0715943439293127,2.4379803203561266,1.4670079028521512,-0.9045826547369838
3.8438358125956396,1.1930300156110614,2.3444540835565,1.4730204408903838,-0.9258651385304627
3.910917031873141,1.301915785394392,2.2600111953449398,1.4888493959312543,-0.9444507378241364
-0.0,1.352997875249328,2.150945754170907,1.4882835192903934,-0.9538221709633418
3.9158052258268556,1.2563024530053264,2.0375127529593398,1.488847835554057,-0.9643917019207517
4.042632061011207,1.1831541091854387,1.9754664182796167,1.5125812572860333,-0.993432719097301
4.0772335336145895,1.1664867305341773,1.869843988682033,1.5192709791473713,-1.0075998903964927
4.078068720590962,1.0673738659998229,1.780146594222364,1.5225327811091713,-1.0104356701276835
4.060761142766131,0.9005265063754594,1.676802249032321,1.5214318851027766,-1.013962964403073
4.088629660638165,0.8554988914893267,1.5184860505471127,1.52677835842623,-1.0182018947674512
4.082985550965688,0.8105594509259147,1.0349618817813264,1.5262133787501793,-1.018747319617556
4.084353287042474,0.6995238190745126,0.7879496664291924,1.52659256055658,-1.023407330947368
4.0821822517480335,0.620985044760179,0.5464979740138622,1.525913522878323,-1.0284224434125948
4.04463715893849,0.6176031159861817,0.40763592355377365,1.5208770362184207,-1.0320447325777828
4.065311874954997,0.6435939854898725,0.36378807057847495,1.5238217302998085,-1.0339614183914136
4.085250056605992,0.6755219355120681,0.30246215796912784,1.5376403282434006,-1.0351115354479705
4.088732556307023,0.7557295717104657,0.24051065252235954,1.5523757696701475,-1.0342200446395533
4.088496334675224,0.8080601519451439,0.1531893196947185,1.5523722255550796,-1.0401873823375132
4.125832820856247,0.8461355303779091,0.06494507163589988,1.5616092806406083,-1.0468345184389154
4.178199115753627,0.8574377739229457,-0.044865544680385006,1.5764029879173216,-1.0591828417567177
4.313520596025717,0.9211647854659082,-0.27119262339740885,1.6009733359615432,-1.0831878533527088
4.336337536316474,0.8635899256507679,-0.3697965586444007,1.6068334225641443,-1.0995046470874486
4.288096044993895,0.8687831058386659,-0.33565749348434043,1.6009907431520567,-1.1044513161001575
-0.0,0.892012602800798,-0.18569554184397613,1.6039647890667492,-1.1105301633171196
4.4595215163720665,1.0289778459509937,0.058800551255349734,1.6293542150926592,-1.1422797892477452
4.674691350072508,1.0930056729280626,0.31255055726533343,1.680269445834044,-1.182702187162256
4.621166271028377,1.0711655453605635,0.5744041088193867,1.6805838180353898,-1.1857831746848733
4.596939438453122,1.0538743491101106,0.7546278908885491,1.6737623439828921,-1.178075520261441
4.59918085519403,1.0546137901941328,0.8796412139338436,1.6614607681079838,-1.1862625078157707
4.614190880443468,0.8185015512467193,0.9520662815885947,1.6606968879140003,-1.194606832246408
4.66887284902299,0.575539104681257,1.0414730787482958,1.673093085456496,-1.2041740593085517
4.708210797077208,0.36363570330895206,1.1179006863666172,1.6803850232025488,-1.2121430831934044
4.667021971118934,0.17431965464664206,1.1676852276545944,1.6649026779765332,-1.2054048136305995
4.671915438754014,-0.007735822324248021,1.2126719233038956,1.6593513401529258,-1.1818975910750977
4.679713362294385,0.0020784378543358575,1.2534983681463419,1.640903183951655,-1.1394686053326646
4.646967444694398,0.042281375834632096,1.2559866916433478,1.6234334903508116,-1.0917836551394071
-0.0,0.11281356949536944,1.2015269044901096,1.5288433228226925,-1.0276090045730344
4.334818985553191,0.14728226910952785,1.2135454681308837,1.523415350122542,-1.0254120589591547
4.3292952417283725,0.1242131300965332,1.227704076045717,1.5233146966840985,-1.036850121717736
-0.0,0.14159829023265505,1.2414578226936719,1.5153924687119311,-1.0526011252508807
4.4492947264441165,0.16851392925387318,1.3040806249361196,1.5299133698224001,-1.0834550811531738
4.505284115906914,0.17213183864011114,1.3360965749348457,1.5283348687331018,-1.0812912976072426
4.189630128957748,0.3244950769520499,1.3182566858640248,1.4838585431319782,-1.0187059671535916
4.197864278177413,0.5072472643427083,1.3697996548395288,1.4821641789239135,-0.9793600961328396
4.205955932843053,0.6124067944100658,1.3988505288244357,0.0,-0.9562439022160992
4.216756228471501,0.6755075360984906,1.431038439424882,0.0,-0.9378383767291651
4.0413629907333615,0.7088221439580785,1.417990314703337,0.0,-0.8944523429254707
4.028644835610203,0.6356015334139838,1.4475971861823476,0.0,-0.8886361106104361
4.0367125609196854,0.6479647180005295,1.467835669127735,0.0,-0.8955884150987734
4.035602422187559,0.594036773422876,1.4844085113560668,0.0,-0.9041467091288534
4.013195431557601,0.5177037553539414,1.550804681301048,0.0,-0.9183559934642438
4.018234079553266,0.5425142569744269,1.6327398605067276,0.0,-0.9327660195757382
3.886858831709261,0.4577412817036698,1.6640182171765758,0.0,-0.9354744692597082
3.9190906493780835,0.31699424586498853,1.7568400923775302,0.0,-0.9529292864642388
3.7835964033069436,0.20828816847933565,1.8389236031547307,0.0,-0.940592670813716
3.7453528697478515,0.12385406727283824,2.1194085025105713,0.0,-0.9412177592596093
3.7384011955920995,-0.004999705169855447,2.2685462827665375,0.0,-0.9487122178811083
3.608357095824213,-0.032045699329027955,2.5004691593063044,0.0,-0.7434816897013726
-0.0,-0.07073357721843494,2.453768150439637,0.0,-0.7108593533232773
3.2666802742356795,-0.010536688498541159,2.4761256671393084,0.0,-0.5276385207787123
3.194557582127526,0.009389006487425234,2.431280489229809,0.0,-0.34712694703250047
3.2165685422952865,0.012350846241693315,2.4554104201335503,0.0,-0.3397980662065162
3.149697221835783,-0.007512244057110453,2.3976679128973366,0.0,-0.3359821337214738
3.125375381297406,0.002755326377056889,2.3798683618999954,0.0,-0.1676648091655992
3.051471899263647,-0.07716309357712454,2.547461364524341,1.3190639308501886,-0.323976167617954
3.0322498215131897,-0.10028359062536063,2.490187085353482,1.3171927777945085,-0.4892609444955914
3.0448888889941026,-0.054236397445134976,2.468827842851813,1.3303982653229276,-0.31804250125626465
-2.97760818779254,0.004254301401210679,2.3886009211646417,1.309442088955528,-0.31509381302612993
-2.9665668690163987,0.020030192755877793,2.338658454923811,1.306725751089845,-0.31439482355806037
-0.0,-0.07302812288762593,2.229335550150499,1.2597975992953325,-0.15010577523874602
2.7803057018197155,-0.2561341461966814,2.1685991699073495,1.2530232199288458,-0.0
-0.0,-0.516540022701112,2.17638523082952,1.2516342725381073,-0.0
