"x1","x2","x3","x4","x5","x6"
0.199149408467515,-0.00910028168690391,-0.0505700286885264,0.167988984598114,-0.325437819865494,-0.907507188199404
0.200355522731139,-0.00958773543205316,-0.0527996392303869,0.168355515970271,-0.323559594139621,-0.907713361816463
0.19839874243718,-0.0104485902944693,-0.0555764829768006,0.168961637684457,-0.321509537095805,-0.908583294501699
0.199734910118548,-0.0108401990484398,-0.0577024925557211,0.169705253239863,-0.319558821790106,-0.908703012296259
0.197868958193011,-0.0116000374111478,-0.0603474277372136,0.170683968642599,-0.317438819845592,-0.909489461722688
0.199433833247228,-0.011854446119422,-0.0624046831938875,0.172031017656641,-0.315364837531073,-0.909473266232719
0.20136181965845,-0.012064023646958,-0.0646605716083297,0.173996371230036,-0.312444504454534,-0.909522172259428
0.203403325552791,-0.0122235021966284,-0.0668672038505583,0.176249284580065,-0.309489417973527,-0.909482787107455
0.201897549520854,-0.0127981270956752,-0.0696506759498876,0.178746472281964,-0.306235831842109,-0.910215185943833
0.200521952790297,-0.0133015649699011,-0.0723263007299863,0.181718485786858,-0.30290702668222,-0.910828549262209
0.20254948707634,-0.0126789663479115,-0.0750183434548895,0.195811006754216,-0.298797430101127,-0.908605163226364
0.204713522034616,-0.0121475332761973,-0.0776458696676791,0.210417620846697,-0.294752859309883,-0.905958667391013
0.206990901618157,-0.0117043700105461,-0.0801691339232556,0.225357788025563,-0.290814117044178,-0.902901822481267
0.20937901008742,-0.0113663063078512,-0.0826477669147751,0.240672630880782,-0.286960904321945,-0.899405752691956
0.211895886635129,-0.0109813501060332,-0.0849857131739397,0.256394425105544,-0.283149729446003,-0.89545803990066
0.211829594882704,-0.0109342762579102,-0.0865889663857578,0.262769643584106,-0.280714641433263,-0.894238457980011
0.214913256510216,-0.010505516704269,-0.0875833604023901,0.268876373975065,-0.279174664500349,-0.892075155743458
0.215030890326845,-0.0104072226742772,-0.0888525764731037,0.275410150229153,-0.277546493190067,-0.890435746611846
0.217932491163454,-0.00976386187536527,-0.0903244839497182,0.291359699628635,-0.275568246849437,-0.885111998933709
0.2214248152866,-0.0092486529722815,-0.0910239176356669,0.298738523498495,-0.274072418154307,-0.882178986485588
0.225471965697252,-0.00864997154006997,-0.091775457514128,0.307257573608075,-0.271873615147183,-0.878830106973086
0.226419083749193,-0.00838969416303903,-0.0928379542226778,0.316759870425017,-0.269352214847244,-0.875875387624852
0.232087230623711,-0.00693749582785941,-0.0956450778374458,0.344100494720308,-0.267079800960547,-0.864408836761076
0.245887937951046,-0.00437782476821891,-0.0975441500273866,0.373078647263153,-0.265310569124507,-0.848780136597837
0.260389117522745,-0.00152557200524173,-0.099161296130263,0.404483956303991,-0.26322194739189,-0.830342792441436
0.26817879232039,0.000920393411110276,-0.101202756413385,0.439123322275026,-0.261260835607836,-0.810401612739953
0.283505721442224,0.00442341984121708,-0.102316156023647,0.474473896704841,-0.256993452196226,-0.786107645527613
0.292628354817966,0.00773481615998806,-0.10387351956995,0.514352838881664,-0.251025118387201,-0.758911495222413
0.302239501431575,0.0115446028498513,-0.10495357147499,0.556158599065755,-0.243090454344273,-0.727390814793526
0.311564962665845,0.0156147607704884,-0.105335635434921,0.597196131972265,-0.234904358149101,-0.692650402203417
0.320286786762145,0.0195628472072662,-0.105171400499715,0.636363187630356,-0.22668553725261,-0.655460301148042
0.328148675643934,0.023345121665685,-0.104505298070827,0.672578675121484,-0.218636908728953,-0.616999126868063
0.335060145040041,0.0268199279560901,-0.103389825829364,0.705365769177865,-0.210991656464898,-0.57815879060987
0.344816134150084,0.031335054450351,-0.102699604017372,0.737111319345236,-0.201720018981067,-0.534367547819348
0.353938253676081,0.0359086908238547,-0.101067986161816,0.767812572702716,-0.191985775459245,-0.486650650777523
0.361955272340691,0.0404822350663789,-0.0986715098977849,0.796078009613697,-0.182093820347639,-0.436709452386818
0.368618564141187,0.0448296894203438,-0.0956389091456959,0.821090484291968,-0.17235168530577,-0.386094762139853
0.373864751837988,0.0487656534154677,-0.0921837602687746,0.842509843731564,-0.162942325124735,-0.336119286297517
0.377669843589294,0.0521095982137574,-0.0885822069510195,0.860154741700127,-0.154169402230819,-0.288390165185129
0.38021820944317,0.0547867299784053,-0.0849198309711717,0.87429920197177,-0.146220801798834,-0.243806341768958
0.381776093338691,0.0567272533883988,-0.0811243864999563,0.885609299328245,-0.139075915619862,-0.201994865852807
0.38268408782954,0.0592651439701446,-0.0780948320621725,0.892723026289433,-0.13246899670817,-0.171578821773607
0.38312441990036,0.0612747024342039,-0.0752570325380698,0.898167759218897,-0.127331422985704,-0.144495168747322
0.383295670991116,0.0629608673552058,-0.0724139726383917,0.902445413300265,-0.123527846505043,-0.119204536403686
0.383210164622415,0.064353546457923,-0.0696567475073305,0.905711241248271,-0.120878714242283,-0.0960833608628401
0.382948096289483,0.0655255749366517,-0.0670725786528451,0.908118364368769,-0.119229716659545,-0.0752577885126654
0.382614196466406,0.0666033392727405,-0.0646426768618122,0.909930202197612,-0.11775142080131,-0.0561544852715502
0.382216215558604,0.0675814239235759,-0.062390784125613,0.911269568771764,-0.116420972879084,-0.0385335680300065
0.38181184955773,0.0684950208198388,-0.0602133525090708,0.912224535602265,-0.115136594026552,-0.0221913767263294
0.381410500687318,0.0693171308247699,-0.0580432231381132,0.912872155916472,-0.113874120111446,-0.00701864008668471
0.381017620514392,0.0700547446763883,-0.05581893401188,0.913268622258787,-0.112661945287928,0.00706129542861739
0.380223774704347,0.0702775929323496,-0.0542252770929284,0.913770381048221,-0.111338130083303,0.013344358881199
0.37968413636449,0.0705424388910736,-0.0526285915701738,0.914069978374788,-0.110347963690109,0.0198331490477481
0.379186439724201,0.0708938706839477,-0.050946072736882,0.914292348449114,-0.109435812096221,0.0262584329248063
0.381059527048779,0.0709799358727252,-0.0502756571144076,0.913605089554506,-0.108972771486939,0.0260484023528807
0.38264450824905,0.0711269153838032,-0.0509148768543547,0.912791698142562,-0.10971978232158,0.0265462370036936
0.384266169197188,0.0711849617120754,-0.0516180077499043,0.911962004386078,-0.110461633983927,0.0270429969904944
0.383334515878745,0.0710108924031465,-0.0533740151227196,0.912042308825496,-0.112102130675738,0.0278434160263136
0.382221225641375,0.0703466468715526,-0.0558381818412051,0.912360162783377,-0.113930843639472,0.0214260968281733
0.381342904751776,0.0702247234074944,-0.0575120062487637,0.912406283332641,-0.115589106091698,0.0221896156591027
0.379866727027068,0.0695459412003046,-0.0603181122762799,0.912814120863392,-0.117353692115035,0.014994958856061
0.378529352391208,0.0695055126386229,-0.0624290149761443,0.913004175923166,-0.119003502276764,0.0157693491611814
0.380460405421041,0.0692926341255471,-0.0639732463180368,0.912068427556174,-0.119784885999115,0.0117728101878508
0.378420086567356,0.0685042583421487,-0.0673891341042305,0.912602307248245,-0.121272231031738,0.0037661733622793
0.376634913764546,0.0682494411426167,-0.0700188386666279,0.912955896350808,-0.122790606446591,0.00441769576163853
0.374843458668199,0.06785958957237,-0.0730136151525907,0.913268177797517,-0.124386685243538,0.0050653287759813
0.373015095921653,0.0674382868678691,-0.076401818995904,0.913550459201219,-0.125968128250785,0.00567158630726981
0.37091142293229,0.066426759385051,-0.0806271717878512,0.913930546512737,-0.127423059652073,-0.0024044053881942
0.368893284371597,0.0660057136480073,-0.0845634386844588,0.914229656176229,-0.128804241785945,-0.0019022131992275
0.366479308662673,0.0648345977884175,-0.0895027210867506,0.914574537316299,-0.130085882876229,-0.0104753491015967
0.364029638076071,0.0636545007677343,-0.0944922838745215,0.91483111309709,-0.131250483710014,-0.0189494184031671
0.3663358536659,0.0634549425583056,-0.0965581041841995,0.913608217322134,-0.132000646649172,-0.0185445308871523
0.363913744455573,0.0625407707776212,-0.101260020306139,0.913914096309743,-0.133545761065108,-0.0181218415828174
0.361415618006505,0.0615952583384676,-0.105576305895916,0.914276707270476,-0.134999080295359,-0.01765700163192
0.35866965854407,0.0604719143653079,-0.11012312742768,0.914713203393589,-0.136291147361065,-0.0172220529224941
0.35558177968573,0.0585074682844315,-0.11512702920842,0.915042168961486,-0.137340948875938,-0.0268241316771835
0.358038700763727,0.0575195143609882,-0.117773286916001,0.913555621956788,-0.137902608617418,-0.0320662320791946
0.358141275570519,0.0590437502465395,-0.114816445790588,0.913773508030931,-0.139465934861131,-0.0251609836794972
0.360332488084337,0.0596920865425994,-0.113583254947457,0.912943656420009,-0.140422435643353,-0.0226189478344288
0.360464984330046,0.0615223810966919,-0.110765934153596,0.912942328492022,-0.14243715154417,-0.0160891962124575
0.360616350917347,0.063436738895134,-0.107997342149155,0.912861385898315,-0.144420489155114,-0.00974751999902849
0.362409708796971,0.0639442685436972,-0.10701106134147,0.91207013251271,-0.145548067276999,-0.00792462812094919
0.36417048806058,0.0644371140467963,-0.106022443566568,0.911277832683082,-0.146703770342253,-0.00613765810429922
0.364225746113816,0.0661141403069891,-0.103388804624952,0.911108157896767,-0.148866353913677,-0.000121177281686206
0.365851565349001,0.0663916490266051,-0.102502150084347,0.91033820639177,-0.150068200884183,0.00140547717850049
0.365862246130469,0.0677046135846123,-0.0999280138354587,0.910110094778621,-0.152392493379215,0.00717199765353254
0.366526651781218,0.0666446588486287,-0.0976863030507633,0.909544069277225,-0.156036817703349,0.0074957815410877
0.367103351604975,0.065568242389525,-0.095535677701032,0.90900622069287,-0.159547780357612,0.00781445079147648
0.367489506320179,0.064473110105723,-0.0935276635049679,0.908525914106727,-0.162977741482103,0.00813487277565265
0.366492852325505,0.0640952291154796,-0.0898518758473964,0.908483190995894,-0.167601616770255,0.00833192292136938
0.365500823283912,0.0635654436216833,-0.0863903131382104,0.908397243636888,-0.172183304907107,0.00852370905266104
0.364512008152133,0.0629759744008236,-0.0830467432666129,0.908259818190457,-0.176794779221869,0.00871605957440737
0.363538908945947,0.0624474699448403,-0.0797851320167501,0.908063945374515,-0.181423574493046,0.00891434899388958
0.362592529073565,0.0619760731830318,-0.0765848563444175,0.90778695013524,-0.186172111643814,0.00912041675550782
0.361667182182348,0.0614918606282406,-0.073508434304349,0.907455056141968,-0.190919847994398,0.00932969554994596
0.36137224224869,0.0603265529353442,-0.0722778937875359,0.907155128974299,-0.193708707871628,0.00965526193625522
0.360446805701991,0.0598441698292292,-0.0694063261495404,0.906761740002604,-0.198407001682895,0.00986640956778912
0.359529656329187,0.0592101324282007,-0.0666548621865835,0.906333534031247,-0.203095436638394,0.0100739511429079
0.362843414966507,0.0578369427686802,-0.068981175843784,0.904847687402677,-0.203414168778835,0.0106995414793326
0.357794172216717,0.0561535981573026,-0.0736220391789778,0.906752915544241,-0.202673150603315,0.0115170858040048
0.361315800000818,0.0550677458378184,-0.0759916914122181,0.905256558096615,-0.202500504825045,0.0121576495710761
0.364921963532067,0.05395864379485,-0.0781949932560582,0.903758931447629,-0.2021433169177,0.0128000615450023
0.368369998599526,0.0525964880688721,-0.0800734499025815,0.902293565057687,-0.202018676027553,0.0134228606067823
0.371756187104676,0.0507885845711994,-0.0818929776474456,0.900922703823109,-0.20201968920711,0.00614199864894211
0.367229714649823,0.0479949622464491,-0.0855425557132062,0.902726254494249,-0.201446626242702,-0.00508504291438559
0.362412179106031,0.0451410927772973,-0.0893204935498659,0.904618570185093,-0.200714618874188,-0.00451971868218555
0.365884271697838,0.0431308311582016,-0.091135923381069,0.903095406691053,-0.200592979139799,-0.0119924030355952
0.362185687742144,0.0414658296100616,-0.0953741537571977,0.904530184682443,-0.199235389426588,-0.0116742435720449
