"x1","x2","x3","x4","x5"
0.0228762391878753,-0.538471618214078,-0.360988238324736,-0.0555454586254827,-0.759030426185815
0.0208598756615554,-0.542644323806401,-0.358340016760531,-0.0562486451029642,-0.757317981920554
0.0285026609076173,-0.570127082336787,-0.346130804806497,-0.0593389054049325,-0.742169164393589
0.0366892759597437,-0.598079750589487,-0.331437591441224,-0.0623033244356281,-0.726100494221203
0.0337813155301873,-0.617352369421542,-0.319379785157355,-0.0655466760627127,-0.715146880564146
0.0440224309855527,-0.641942088682731,-0.304523260989617,-0.0680248924438208,-0.699006851090911
0.0547895600497622,-0.667248769368156,-0.28949071024736,-0.0706115663676073,-0.680430980527656
0.0403967737985074,-0.676476161141153,-0.282243326982109,-0.0738479301599656,-0.675006141942101
0.0343917185664887,-0.712834864065783,-0.268785821138264,-0.0796995211636577,-0.641939120904523
0.00250469758036749,-0.767149096942264,-0.255361190376262,-0.090392475108684,-0.581460103914315
-0.00696475098371468,-0.853137131111995,-0.23038107726166,-0.101263770777755,-0.456923117963358
-0.013380154109017,-0.901701640355246,-0.203805605250346,-0.106521102381621,-0.365884754086065
-0.0409348076323383,-0.94045691456211,-0.177207397152093,-0.112815125250748,-0.264074647184578
-0.0248514562036485,-0.967181107306849,-0.149087401496528,-0.112441007729821,-0.170508290968415
-0.028849741826772,-0.979403616792389,-0.128040015105415,-0.11343263255935,-0.103320086202911
-0.0176222003455555,-0.985673023067831,-0.107307853721319,-0.112263276813347,-0.0634045018918737
-0.0390493566391422,-0.988349341119284,-0.090642582314245,-0.114655147457749,-0.016698715159953
-0.0405020803693736,-0.989821663342053,-0.0915967176991083,-0.10110735666248,0
-0.0531184505662225,-0.990216624565258,-0.0932546430383966,-0.089179808229288,0
-0.0469171693371209,-0.991519218802221,-0.0915633607543596,-0.079401315698117,0
-0.0486424654532033,-0.992422305083932,-0.0911177208698179,-0.0665540372180327,0
-0.0504963375213069,-0.993246707353282,-0.090189096913558,-0.0526974859619876,0
-0.0582502318013086,-0.993314133322409,-0.0930142986396099,-0.0358089833090464,0
-0.0546976993125735,-0.99374962171247,-0.093126680826719,-0.0282360116594492,0
-0.0565517409649375,-0.993602816565457,-0.0961174737645927,-0.0177981668757862,0
-0.0581771660245772,-0.992735758506527,-0.105289985319571,0.00226938917436059,0
-0.0532321204205919,-0.992721799858498,-0.107438821223206,0.011254738353263,0
-0.0532704611208621,-0.992139389138248,-0.111188965782108,0.0214173850098381,0
-0.0490281044131647,-0.991892255091401,-0.114761569016075,0.0239954484082969,0
-0.0483828374154804,-0.991301562371785,-0.119715838592414,0.0254643176425536,0
-0.0458309400710777,-0.990561852715188,-0.127783665941654,0.0189228855137428,0
-0.0462787132617285,-0.98943157308934,-0.137055534193915,0.00996109530189904,0
-0.0468089682982138,-0.988133304762593,-0.146290479757228,-0.000766836497392842,0
-0.0474695027906537,-0.986674375554021,-0.155050862045101,-0.0133997428692602,0
-0.0482107415841899,-0.983542375208502,-0.171522634600031,-0.0300017730306787,0
-0.0218427901345045,-0.980088672859749,-0.190734490172866,-0.0506896449943471,0
-0.0442201102609337,-0.972219138503073,-0.215629664060426,-0.0796139218606985,0
-0.0466532671426619,-0.964136287056774,-0.237842653902604,-0.10814603381474,0
-0.0624876264539345,-0.955325837764296,-0.257590991771016,-0.130746782746363,0
-0.068683942469379,-0.945849594922494,-0.277293999289923,-0.154139864375235,0
-0.0698276566132562,-0.93742052043722,-0.293299019141271,-0.174191135267788,0
-0.0709555598873875,-0.929755644465026,-0.306015908016647,-0.192026076737609,0
-0.077173507962782,-0.92196455757918,-0.316689992599408,-0.209124491210214,0
-0.0782833706950718,-0.91508044950125,-0.325981068328793,-0.224133504644947,0
-0.0864926748863016,-0.910887647458405,-0.329947159985042,-0.232244660899902,0
-0.0869841560012133,-0.905392478997778,-0.337184000599837,-0.242909788436991,0
-0.085155572810208,-0.878688850853754,-0.395010523483066,-0.254206841257879,0
